Region,Operating Profit,Year,State
Northeast,1737.2,2021,Maine
Northeast,989.43,2021,Maine
West,1790.88,2021,Alaska
West,4146.81,2021,Alaska
West,1653.6,2021,Alaska
West,1225.07,2021,Alaska
West,879.06,2021,Alaska
West,1710,2021,Alaska
West,2333.76,2021,Alaska
West,3973.41,2021,Alaska
West,1690,2021,Alaska
West,1046.73,2021,Alaska
West,670.32,2021,Alaska
West,1322.88,2021,Alaska
West,1526.4,2021,Alaska
West,3254.04,2021,Alaska
West,1525,2021,Alaska
West,1073.6,2021,Alaska
West,765.16,2021,Alaska
West,849.52,2021,Alaska
West,1811.04,2021,Alaska
West,4720,2021,Alaska
West,1814.4,2021,Alaska
West,1780.8,2021,Alaska
West,1220.94,2021,Alaska
West,1625.64,2021,Alaska
West,2747,2021,Alaska
West,5129.46,2021,Alaska
West,3080,2021,Alaska
West,1545.48,2021,Alaska
West,1717.2,2021,Alaska
West,1814.4,2021,Alaska
West,3545.64,2021,Alaska
West,5274.36,2021,Alaska
West,3078.03,2021,Alaska
West,1946.16,2021,Alaska
West,1453.5,2021,Alaska
West,2164.89,2021,Alaska
West,3919.5,2021,Alaska
West,4327.65,2021,Alaska
West,2671.2,2021,Alaska
West,1982.88,2021,Alaska
West,1441.6,2021,Alaska
West,1531.4,2021,Alaska
West,2926.56,2021,Alaska
West,4024.32,2021,Alaska
West,2402.4,2021,Alaska
West,1121,2021,Alaska
West,1092,2021,Alaska
West,1488,2021,Alaska
West,2204.16,2021,Alaska
West,3611.48,2021,Alaska
West,2217.6,2021,Alaska
West,1085.6,2021,Alaska
West,892.08,2021,Alaska
West,1093.4,2021,Alaska
West,2423.6,2021,Alaska
West,4014.72,2021,Alaska
West,2198.34,2021,Alaska
West,2139.93,2021,Alaska
West,2120.4,2021,Alaska
West,2004.45,2021,Alaska
West,3139.08,2021,Alaska
West,5642.82,2021,Alaska
West,3158.4,2021,Alaska
West,1366.86,2021,Alaska
West,1546.71,2021,Alaska
West,1667.88,2021,Alaska
West,842.8,2021,Alaska
West,634.8,2021,Alaska
West,2789.64,2021,Alaska
West,1698.84,2021,Alaska
West,1317.12,2021,Alaska
West,1488.96,2021,Alaska
West,895.44,2021,Hawaii
West,535.8,2021,Hawaii
West,2468.4,2021,Hawaii
West,2376,2021,Hawaii
West,1523.34,2021,Hawaii
West,2245.23,2021,Hawaii
West,1291.68,2021,Hawaii
West,514.8,2021,Hawaii
West,2337.5,2021,Hawaii
West,2761.2,2021,Hawaii
West,1729.35,2021,Hawaii
West,2074.8,2021,Hawaii
West,1226.4,2021,Hawaii
West,589.68,2021,Hawaii
West,3102,2021,Hawaii
West,2981.46,2021,Hawaii
West,1875.72,2021,Hawaii
West,2195.2,2021,Hawaii
West,1664,2021,Hawaii
West,708.4,2021,Hawaii
West,5426.85,2021,Hawaii
West,5628,2021,Hawaii
West,3481.92,2021,Hawaii
West,4600.8,2021,Hawaii
West,3739.96,2021,Hawaii
West,2191.2,2021,Hawaii
West,8524.36,2021,Hawaii
West,5695.04,2021,Hawaii
West,5012.28,2021,Hawaii
West,4266,2021,Hawaii
West,3796,2021,Hawaii
West,3576,2021,Hawaii
West,7687.68,2021,Hawaii
West,6138.3,2021,Hawaii
West,5262.52,2021,Hawaii
West,4043.52,2021,Hawaii
West,3615.32,2021,Hawaii
West,2738.61,2021,Hawaii
West,3358.08,2021,Hawaii
West,3325.68,2021,Hawaii
West,3392.73,2021,Hawaii
West,2620.8,2021,Hawaii
West,2108,2021,Hawaii
West,1938.3,2021,Hawaii
West,3116.4,2021,Hawaii
West,2579.2,2021,Hawaii
West,2525.4,2021,Hawaii
West,1705.2,2021,Hawaii
West,1535.5,2021,Hawaii
West,1234.8,2021,Hawaii
West,2448,2021,Hawaii
West,2981.46,2021,Hawaii
West,3010.56,2021,Hawaii
West,2460,2021,Hawaii
West,2433.6,2021,Hawaii
West,2813.7,2021,Hawaii
West,5969.6,2021,Hawaii
West,5140.8,2021,Hawaii
West,4204.2,2021,Hawaii
West,3496.5,2021,Hawaii
West,3704.75,2021,Hawaii
West,2795.52,2021,Hawaii
West,6319,2021,Hawaii
West,1879.1,2021,Hawaii
West,2066.4,2021,Hawaii
West,2269.35,2021,Hawaii
West,1628.55,2021,Hawaii
West,1101.6,2021,Hawaii
West,3584.84,2021,Hawaii
West,2071.44,2021,Hawaii
West,1903.65,2021,Hawaii
West,2175.6,2021,Hawaii
Southeast,1465.2,2021,Florida
Southeast,998.4,2021,Florida
Southeast,2944.08,2021,Florida
Southeast,3017.6,2021,Florida
Southeast,2204,2021,Florida
Southeast,2917.55,2021,Florida
Southeast,2216.76,2021,Florida
Southeast,885.72,2021,Florida
Southeast,3272.4,2021,Florida
Southeast,3593.52,2021,Florida
Southeast,2263.8,2021,Florida
Southeast,3247.2,2021,Florida
Southeast,1965.6,2021,Florida
Southeast,1197.7,2021,Florida
Southeast,4708.8,2021,Florida
Southeast,3865.7,2021,Florida
Southeast,3072,2021,Florida
Southeast,3159.45,2021,Florida
Southeast,2232.56,2021,Florida
Southeast,1131.52,2021,Florida
Southeast,6722.78,2021,Florida
Southeast,6121.35,2021,Florida
Southeast,4547.2,2021,Florida
Southeast,7224,2021,Florida
Southeast,5012.7,2021,Florida
Southeast,3588.48,2021,Florida
Southeast,12574.24,2021,Florida
Southeast,9531.72,2021,Florida
Southeast,7920,2021,Florida
Southeast,7151.76,2021,Florida
Southeast,6346.8,2021,Florida
Southeast,5553.6,2021,Florida
Southeast,9383.91,2021,Florida
Southeast,7597.71,2021,Florida
Southeast,5551.7,2021,Florida
Southeast,6339.06,2021,Florida
Southeast,4624.62,2021,Florida
Southeast,3280.42,2021,Florida
Southeast,4087.26,2021,Florida
Southeast,3248,2021,Florida
Southeast,2997,2021,Florida
Southeast,1822.5,2021,Florida
Southeast,1544.4,2021,Florida
Southeast,1468.16,2021,Florida
Southeast,2103.75,2021,Florida
Southeast,2068,2021,Florida
Southeast,3228.48,2021,Florida
Southeast,2525.6,2021,Florida
Southeast,2362.83,2021,Florida
Southeast,1792.42,2021,Florida
Southeast,3920.8,2021,Florida
Southeast,3515.2,2021,Florida
Southeast,3591,2021,Florida
Southeast,3194.31,2021,Florida
Southeast,4128,2021,Florida
Southeast,2864.4,2021,Florida
Southeast,8219.88,2021,Florida
Southeast,6220.8,2021,Florida
Southeast,5740,2021,Florida
Southeast,5220,2021,Florida
Southeast,5756.4,2021,Florida
Southeast,4424.7,2021,Florida
Southeast,7464.6,2021,Florida
Southeast,5750.25,2021,Florida
Southeast,3908.52,2021,Florida
Southeast,2055.04,2021,Florida
Southeast,2199.65,2021,Florida
Southeast,3786.75,2021,Florida
Southeast,5033.6,2021,Florida
Southeast,5662.8,2021,Florida
Southeast,2840.04,2021,Florida
Southeast,2124.54,2021,Florida
Northeast,2066.82,2021,New York
Northeast,3542,2021,New York
Northeast,4892.16,2021,New York
Northeast,6541.92,2021,New York
Northeast,3339.6,2021,New York
Northeast,1912.68,2021,New York
Northeast,1694.94,2021,New York
Northeast,3323.67,2021,New York
Northeast,4153.8,2021,New York
Northeast,5832.96,2021,New York
Northeast,2844.45,2021,New York
Northeast,1860.48,2021,New York
Northeast,2047.95,2021,New York
Northeast,2914,2021,New York
Northeast,4157.4,2021,New York
Northeast,7830,2021,New York
Northeast,4010.51,2021,New York
Northeast,2822.4,2021,New York
Northeast,2444,2021,New York
Northeast,3759.28,2021,New York
Northeast,6281.73,2021,New York
Northeast,8689.52,2021,New York
Northeast,4536,2021,New York
Northeast,2736,2021,New York
Northeast,2892.96,2021,New York
Northeast,4557,2021,New York
Northeast,7743.18,2021,New York
Northeast,8015.15,2021,New York
Northeast,4939.2,2021,New York
Northeast,3016.65,2021,New York
Northeast,3418.5,2021,New York
Northeast,4791.36,2021,New York
Northeast,8322.6,2021,New York
Northeast,8680,2021,New York
Northeast,5197.5,2021,New York
Northeast,3451.68,2021,New York
Northeast,2460,2021,New York
Northeast,3719.04,2021,New York
Northeast,7194,2021,New York
Northeast,7021,2021,New York
Northeast,3520.8,2021,New York
Northeast,1980.3,2021,New York
Northeast,2471.48,2021,New York
Northeast,3206.88,2021,New York
Northeast,5522.4,2021,New York
Northeast,6757.92,2021,New York
Northeast,3300.96,2021,New York
Northeast,2520.8,2021,New York
Northeast,2490.75,2021,New York
Northeast,4159.5,2021,New York
Northeast,6190.08,2021,New York
Northeast,6683.6,2021,New York
Northeast,3889.62,2021,New York
Northeast,2381.4,2021,New York
Northeast,2707.2,2021,New York
Northeast,4296.6,2021,New York
Northeast,7659.52,2021,New York
Northeast,8383.9,2021,New York
Northeast,4309.5,2021,New York
Northeast,3305.64,2021,New York
Northeast,3431.7,2021,New York
Northeast,4278,2021,New York
Northeast,8037.12,2021,New York
Northeast,5307.12,2021,New York
Northeast,2737.8,2021,New York
Northeast,2338.56,2021,New York
Northeast,2093.38,2021,New York
Northeast,3197.25,2021,New York
Northeast,2371.2,2021,New York
Northeast,5371.66,2021,New York
Northeast,2199.65,2021,New York
Northeast,2032.03,2021,New York
West,1889.28,2021,Wyoming
West,2794.15,2021,Wyoming
West,2578.68,2021,Wyoming
West,5608.8,2021,Wyoming
West,2132.68,2021,Wyoming
West,1810.35,2021,Wyoming
West,1737.12,2021,Wyoming
West,2664.9,2021,Wyoming
West,2258.85,2021,Wyoming
West,5029.44,2021,Wyoming
West,2457,2021,Wyoming
West,1867.6,2021,Wyoming
West,1845.69,2021,Wyoming
West,2092.44,2021,Wyoming
West,1877.4,2021,Wyoming
West,7195.5,2021,Wyoming
West,2492.8,2021,Wyoming
West,2770.95,2021,Wyoming
West,2554.5,2021,Wyoming
West,2513.7,2021,Wyoming
West,3244.8,2021,Wyoming
West,7158.06,2021,Wyoming
West,2892.96,2021,Wyoming
West,2240.1,2021,Wyoming
West,2500.4,2021,Wyoming
West,2910.6,2021,Wyoming
West,3015.5,2021,Wyoming
West,7004.16,2021,Wyoming
West,3083.96,2021,Wyoming
West,2717.76,2021,Wyoming
West,2749.5,2021,Wyoming
West,2761.92,2021,Wyoming
West,3598.56,2021,Wyoming
West,7670.4,2021,Wyoming
West,2873.69,2021,Wyoming
West,2445.3,2021,Wyoming
West,2737.14,2021,Wyoming
West,2697.8,2021,Wyoming
West,4076.8,2021,Wyoming
West,6389.76,2021,Wyoming
West,2838,2021,Wyoming
West,2394.76,2021,Wyoming
West,2513.7,2021,Wyoming
West,2580,2021,Wyoming
West,3619.2,2021,Wyoming
West,6464,2021,Wyoming
West,3062.4,2021,Wyoming
West,2415,2021,Wyoming
West,2244.34,2021,Wyoming
West,3041.28,2021,Wyoming
West,3052.5,2021,Wyoming
West,7047.94,2021,Wyoming
West,3016.02,2021,Wyoming
West,3066,2021,Wyoming
West,2778.3,2021,Wyoming
West,2990.13,2021,Wyoming
West,3453.45,2021,Wyoming
West,7105.28,2021,Wyoming
West,3030.72,2021,Wyoming
West,3339.6,2021,Wyoming
West,2910.6,2021,Wyoming
West,3523.5,2021,Wyoming
West,3507.84,2021,Wyoming
West,1213.94,2021,Wyoming
West,1738.8,2021,Wyoming
West,1597.05,2021,Wyoming
West,964.44,2021,Wyoming
West,963.9,2021,Wyoming
West,1983.6,2021,Wyoming
West,1403.46,2021,Wyoming
West,1701,2021,Wyoming
West,1544.4,2021,Wyoming
Southeast,1102,2021,Virginia
Southeast,877.8,2021,Virginia
Southeast,1323.54,2021,Virginia
Southeast,2553.98,2021,Virginia
Southeast,1797.75,2021,Virginia
Southeast,2271.36,2021,Virginia
Southeast,1435.2,2021,Virginia
Southeast,795.6,2021,Virginia
Southeast,1605.24,2021,Virginia
Southeast,3095.04,2021,Virginia
Southeast,1954.08,2021,Virginia
Southeast,2374.05,2021,Virginia
Southeast,1105.44,2021,Virginia
Southeast,874.65,2021,Virginia
Southeast,2196.48,2021,Virginia
Southeast,2645,2021,Virginia
Southeast,2249.1,2021,Virginia
Southeast,2200,2021,Virginia
Southeast,1621.5,2021,Virginia
Southeast,1164.24,2021,Virginia
Southeast,3660.16,2021,Virginia
Southeast,5804.03,2021,Virginia
Southeast,5019.52,2021,Virginia
Southeast,6832.8,2021,Virginia
Southeast,5009.76,2021,Virginia
Southeast,4296.24,2021,Virginia
Southeast,6988.8,2021,Virginia
Southeast,10072.5,2021,Virginia
Southeast,8221.5,2021,Virginia
Southeast,7043.4,2021,Virginia
Southeast,5620.28,2021,Virginia
Southeast,7573.5,2021,Virginia
Southeast,6912,2021,Virginia
Southeast,8964,2021,Virginia
Southeast,7368.96,2021,Virginia
Southeast,6259.68,2021,Virginia
Southeast,3589.74,2021,Virginia
Southeast,3459.84,2021,Virginia
Southeast,2299.5,2021,Virginia
Southeast,2599,2021,Virginia
Southeast,2702.96,2021,Virginia
Southeast,1435.85,2021,Virginia
Southeast,1190.7,2021,Virginia
Southeast,1624,2021,Virginia
Southeast,1264.2,2021,Virginia
Southeast,1744.2,2021,Virginia
Southeast,3548.58,2021,Virginia
Southeast,2010.2,2021,Virginia
Southeast,1968.82,2021,Virginia
Southeast,2489.94,2021,Virginia
Southeast,2647.92,2021,Virginia
Southeast,3059.7,2021,Virginia
Southeast,3892.07,2021,Virginia
Southeast,2848.32,2021,Virginia
Southeast,2820.48,2021,Virginia
Southeast,4456.65,2021,Virginia
Southeast,4410.4,2021,Virginia
Southeast,6345,2021,Virginia
Southeast,7492.5,2021,Virginia
Southeast,4730.88,2021,Virginia
Southeast,5360,2021,Virginia
Southeast,4883.76,2021,Virginia
Southeast,5289,2021,Virginia
Southeast,4210.22,2021,Virginia
Southeast,2670.36,2021,Virginia
Southeast,1370.8,2021,Virginia
Southeast,1682,2021,Virginia
Southeast,2727.92,2021,Virginia
Southeast,3096.72,2021,Virginia
Southeast,4284,2021,Virginia
Southeast,2007.72,2021,Virginia
Southeast,1483.5,2021,Virginia
Midwest,1495.48,2021,Michigan
Midwest,2841.3,2021,Michigan
Midwest,3051.18,2021,Michigan
Midwest,4479.84,2021,Michigan
Midwest,2177.28,2021,Michigan
Midwest,1240,2021,Michigan
Midwest,1266.72,2021,Michigan
Midwest,2101.84,2021,Michigan
Midwest,3256.11,2021,Michigan
Midwest,3475.2,2021,Michigan
Midwest,2235.54,2021,Michigan
Midwest,1530.9,2021,Michigan
Midwest,1604.48,2021,Michigan
Midwest,2700,2021,Michigan
Midwest,3880.56,2021,Michigan
Midwest,6060.96,2021,Michigan
Midwest,3877.5,2021,Michigan
Midwest,2340.8,2021,Michigan
Midwest,2646,2021,Michigan
Midwest,3417.44,2021,Michigan
Midwest,5775,2021,Michigan
Midwest,6641.44,2021,Michigan
Midwest,4148.28,2021,Michigan
Midwest,2489.52,2021,Michigan
Midwest,3261.12,2021,Michigan
Midwest,4765.2,2021,Michigan
Midwest,6591,2021,Michigan
Midwest,7695,2021,Michigan
Midwest,5108.67,2021,Michigan
Midwest,3581.1,2021,Michigan
Midwest,3341.7,2021,Michigan
Midwest,3938.22,2021,Michigan
Midwest,8983.8,2021,Michigan
Midwest,9257.6,2021,Michigan
Midwest,4875,2021,Michigan
Midwest,2540.16,2021,Michigan
Midwest,2172.6,2021,Michigan
Midwest,3005.1,2021,Michigan
Midwest,5385.6,2021,Michigan
Midwest,6138.72,2021,Michigan
Midwest,3283.38,2021,Michigan
Midwest,2070.6,2021,Michigan
Midwest,1820.7,2021,Michigan
Midwest,2624,2021,Michigan
Midwest,5397.6,2021,Michigan
Midwest,6725.25,2021,Michigan
Midwest,3151.29,2021,Michigan
Midwest,2047.95,2021,Michigan
Midwest,2204,2021,Michigan
Midwest,2956.8,2021,Michigan
Midwest,4986.8,2021,Michigan
Midwest,6050.52,2021,Michigan
Midwest,3349.5,2021,Michigan
Midwest,2322,2021,Michigan
Midwest,2772.42,2021,Michigan
Midwest,4088.7,2021,Michigan
Midwest,6879.99,2021,Michigan
Midwest,8555.25,2021,Michigan
Midwest,4290.88,2021,Michigan
Midwest,3628.8,2021,Michigan
Midwest,3179.52,2021,Michigan
Midwest,4089.8,2021,Michigan
Midwest,6251.05,2021,Michigan
Midwest,2106,2021,Michigan
Midwest,1676.49,2021,Michigan
Midwest,1051.65,2021,Michigan
Midwest,960.96,2021,Michigan
Midwest,1872.78,2021,Michigan
Midwest,2247.21,2021,Michigan
Midwest,2797.34,2021,Michigan
Midwest,1289.68,2021,Michigan
Midwest,966.15,2021,Michigan
Midwest,873.6,2021,Missouri
Midwest,1504.8,2021,Missouri
Midwest,2116.8,2021,Missouri
Midwest,3225.24,2021,Missouri
Midwest,1331.1,2021,Missouri
Midwest,1005.1,2021,Missouri
Midwest,771.12,2021,Missouri
Midwest,1506.75,2021,Missouri
Midwest,2254.2,2021,Missouri
Midwest,2471.04,2021,Missouri
Midwest,952.56,2021,Missouri
Midwest,732.06,2021,Missouri
Midwest,621.92,2021,Missouri
Midwest,1053,2021,Missouri
Midwest,1793.4,2021,Missouri
Midwest,3580.2,2021,Missouri
Midwest,1406.24,2021,Missouri
Midwest,1160.58,2021,Missouri
Midwest,1036.75,2021,Missouri
Midwest,1478.4,2021,Missouri
Midwest,2835,2021,Missouri
Midwest,2903.04,2021,Missouri
Midwest,1130.22,2021,Missouri
Midwest,1273.51,2021,Missouri
Midwest,1046.5,2021,Missouri
Midwest,1744.2,2021,Missouri
Midwest,3876.6,2021,Missouri
Midwest,4019.4,2021,Missouri
Midwest,2016.3,2021,Missouri
Midwest,1707.52,2021,Missouri
Midwest,1552.37,2021,Missouri
Midwest,1704.22,2021,Missouri
Midwest,4001.6,2021,Missouri
Midwest,3857,2021,Missouri
Midwest,2499.64,2021,Missouri
Midwest,1766.4,2021,Missouri
Midwest,1201.2,2021,Missouri
Midwest,1294.38,2021,Missouri
Midwest,2995.2,2021,Missouri
Midwest,2784,2021,Missouri
Midwest,1316,2021,Missouri
Midwest,514.5,2021,Missouri
Midwest,615.86,2021,Missouri
Midwest,832.37,2021,Missouri
Midwest,1702.4,2021,Missouri
Midwest,2271.54,2021,Missouri
Midwest,1092,2021,Missouri
Midwest,805.92,2021,Missouri
Midwest,678.5,2021,Missouri
Midwest,1022.72,2021,Missouri
Midwest,2140.16,2021,Missouri
Midwest,2601,2021,Missouri
Midwest,910.8,2021,Missouri
Midwest,901.6,2021,Missouri
Midwest,1052.48,2021,Missouri
Midwest,1671.84,2021,Missouri
Midwest,3265.92,2021,Missouri
Midwest,3475.16,2021,Missouri
Midwest,1735.68,2021,Missouri
Midwest,1804.8,2021,Missouri
Midwest,1555.84,2021,Missouri
Midwest,1848,2021,Missouri
Midwest,3612.42,2021,Missouri
Midwest,2479.4,2021,Missouri
Midwest,1437.73,2021,Missouri
Midwest,940.94,2021,Missouri
Midwest,823.68,2021,Missouri
Midwest,1519.98,2021,Missouri
Midwest,2119.68,2021,Missouri
Midwest,2888.5,2021,Missouri
Midwest,1139.28,2021,Missouri
Midwest,724.5,2021,Missouri
West,826.5,2021,Utah
West,1454.4,2021,Utah
West,1949.28,2021,Utah
West,2533.44,2021,Utah
West,1428,2021,Utah
West,1008,2021,Utah
West,889.87,2021,Utah
West,1425,2021,Utah
West,1856,2021,Utah
West,2443.5,2021,Utah
West,1057.5,2021,Utah
West,631.12,2021,Utah
West,667.8,2021,Utah
West,1123.32,2021,Utah
West,1612.8,2021,Utah
West,2839.68,2021,Utah
West,1435.21,2021,Utah
West,1225,2021,Utah
West,910.8,2021,Utah
West,1462.5,2021,Utah
West,3432,2021,Utah
West,2598.96,2021,Utah
West,1317.12,2021,Utah
West,1070.65,2021,Utah
West,1046.52,2021,Utah
West,1652.4,2021,Utah
West,3420,2021,Utah
West,3960.32,2021,Utah
West,2227.2,2021,Utah
West,1589.76,2021,Utah
West,1322.5,2021,Utah
West,1884.16,2021,Utah
West,3705,2021,Utah
West,3349.5,2021,Utah
West,2093.38,2021,Utah
West,1605.73,2021,Utah
West,1017.07,2021,Utah
West,1400.7,2021,Utah
West,2918.4,2021,Utah
West,2548.52,2021,Utah
West,1262.7,2021,Utah
West,409.5,2021,Utah
West,448.8,2021,Utah
West,836,2021,Utah
West,1843.2,2021,Utah
West,2470.44,2021,Utah
West,950,2021,Utah
West,809.97,2021,Utah
West,752.4,2021,Utah
West,1203.5,2021,Utah
West,2063.36,2021,Utah
West,2160.5,2021,Utah
West,993.6,2021,Utah
West,848.16,2021,Utah
West,1094.97,2021,Utah
West,1739.01,2021,Utah
West,3158.35,2021,Utah
West,4354.35,2021,Utah
West,1989.4,2021,Utah
West,1540.19,2021,Utah
West,1542.24,2021,Utah
West,2128,2021,Utah
West,3202.5,2021,Utah
West,1270.08,2021,Utah
West,2006.55,2021,Utah
West,1965.6,2021,Utah
West,1040.52,2021,Utah
West,1016.4,2021,Utah
West,1811.16,2021,Utah
West,1526.85,2021,Utah
West,1703.52,2021,Utah
West,1425.6,2021,Utah
West,1085.76,2021,Oregon
West,829.92,2021,Oregon
West,1258,2021,Oregon
West,2383.36,2021,Oregon
West,1836,2021,Oregon
West,2138.4,2021,Oregon
West,1528.8,2021,Oregon
West,744.12,2021,Oregon
West,1790.46,2021,Oregon
West,2909.04,2021,Oregon
West,2196.18,2021,Oregon
West,2244,2021,Oregon
West,1291.5,2021,Oregon
West,864,2021,Oregon
West,2230.2,2021,Oregon
West,3132,2021,Oregon
West,2415,2021,Oregon
West,2375,2021,Oregon
West,1952.16,2021,Oregon
West,992.2,2021,Oregon
West,3839.4,2021,Oregon
West,5622.75,2021,Oregon
West,5134.22,2021,Oregon
West,6781.32,2021,Oregon
West,5846,2021,Oregon
West,4922.64,2021,Oregon
West,8079.75,2021,Oregon
West,9669.6,2021,Oregon
West,7830.2,2021,Oregon
West,6588.46,2021,Oregon
West,6494.4,2021,Oregon
West,6552,2021,Oregon
West,6111,2021,Oregon
West,7776,2021,Oregon
West,8676.92,2021,Oregon
West,6497.4,2021,Oregon
West,3722.32,2021,Oregon
West,4409.6,2021,Oregon
West,2216.28,2021,Oregon
West,2525.4,2021,Oregon
West,2862.12,2021,Oregon
West,1653.75,2021,Oregon
West,1172.08,2021,Oregon
West,1813.66,2021,Oregon
West,1257.06,2021,Oregon
West,1821.72,2021,Oregon
West,3266,2021,Oregon
West,2051.14,2021,Oregon
West,1710.72,2021,Oregon
West,2065.5,2021,Oregon
West,2618.7,2021,Oregon
West,3501.52,2021,Oregon
West,4680,2021,Oregon
West,2688,2021,Oregon
West,3073.26,2021,Oregon
West,4075.92,2021,Oregon
West,4756.08,2021,Oregon
West,5504.64,2021,Oregon
West,7377.12,2021,Oregon
West,4974.75,2021,Oregon
West,4311.45,2021,Oregon
West,4788,2021,Oregon
West,5328.4,2021,Oregon
West,1683,2021,Oregon
West,2268,2021,Oregon
West,2600.64,2021,Oregon
West,1533.4,2021,Oregon
West,1574.12,2021,Oregon
West,2400.96,2021,Oregon
West,2448.6,2021,Oregon
West,2425.56,2021,Oregon
West,2558.4,2021,Oregon
South,1766.6,2021,Louisiana
South,1468.8,2021,Louisiana
South,2217.6,2021,Louisiana
South,3298.68,2021,Louisiana
South,2833.05,2021,Louisiana
South,3572.8,2021,Louisiana
South,2310,2021,Louisiana
South,1310.4,2021,Louisiana
South,1752.75,2021,Louisiana
South,3544.32,2021,Louisiana
South,2288,2021,Louisiana
South,2784.6,2021,Louisiana
South,1529.58,2021,Louisiana
South,1299.03,2021,Louisiana
South,2887.5,2021,Louisiana
South,3646.4,2021,Louisiana
South,2444,2021,Louisiana
South,2798.88,2021,Louisiana
South,1907.4,2021,Louisiana
South,1380.6,2021,Louisiana
South,4433.85,2021,Louisiana
South,7335.84,2021,Louisiana
South,7098,2021,Louisiana
South,9266.95,2021,Louisiana
South,7261.1,2021,Louisiana
South,6135.48,2021,Louisiana
South,9360,2021,Louisiana
South,12306.6,2021,Louisiana
South,10271.8,2021,Louisiana
South,9525.6,2021,Louisiana
South,7801.92,2021,Louisiana
South,9427.32,2021,Louisiana
South,8058.72,2021,Louisiana
South,11184.3,2021,Louisiana
South,9385.53,2021,Louisiana
South,7276.5,2021,Louisiana
South,5020.16,2021,Louisiana
South,5210.88,2021,Louisiana
South,2778.3,2021,Louisiana
South,3429.25,2021,Louisiana
South,2932.5,2021,Louisiana
South,1744.08,2021,Louisiana
South,1317.33,2021,Louisiana
South,2159.85,2021,Louisiana
South,1462.5,2021,Louisiana
South,2056.32,2021,Louisiana
South,3836.25,2021,Louisiana
South,2100,2021,Louisiana
South,1890,2021,Louisiana
South,2634.35,2021,Louisiana
South,2538,2021,Louisiana
South,3666,2021,Louisiana
South,4586.4,2021,Louisiana
South,2707.12,2021,Louisiana
South,3000,2021,Louisiana
South,4450.6,2021,Louisiana
South,6765.12,2021,Louisiana
South,8611.2,2021,Louisiana
South,7776,2021,Louisiana
South,5812.56,2021,Louisiana
South,6065.28,2021,Louisiana
South,6230.36,2021,Louisiana
South,6851.25,2021,Louisiana
South,1486.94,2021,Louisiana
South,2469.6,2021,Louisiana
South,1332.8,2021,Louisiana
South,2326.17,2021,Louisiana
South,1132.2,2021,Louisiana
South,2917.2,2021,Louisiana
South,1499.6,2021,Louisiana
South,2338.56,2021,Louisiana
South,1784.32,2021,Louisiana
West,1883.52,2021,Idaho
West,955.5,2021,Idaho
West,2449.7,2021,Idaho
West,1965.6,2021,Idaho
West,2798.64,2021,Idaho
West,1550.36,2021,Idaho
West,2009.7,2021,Idaho
West,1248.75,2021,Idaho
West,2488.2,2021,Idaho
West,1741.35,2021,Idaho
West,2714.4,2021,Idaho
West,1556.64,2021,Idaho
West,1802.35,2021,Idaho
West,1052.64,2021,Idaho
West,2357.04,2021,Idaho
West,1827,2021,Idaho
West,2634.24,2021,Idaho
West,1805.27,2021,Idaho
West,2359.5,2021,Idaho
West,2256,2021,Idaho
West,5768.28,2021,Idaho
West,4013.1,2021,Idaho
West,4151.04,2021,Idaho
West,3925.44,2021,Idaho
West,4049.76,2021,Idaho
West,2616.12,2021,Idaho
West,7750.05,2021,Idaho
West,5208,2021,Idaho
West,5462.08,2021,Idaho
West,6097.3,2021,Idaho
West,4120.96,2021,Idaho
West,3332.64,2021,Idaho
West,9185.28,2021,Idaho
West,5313,2021,Idaho
West,5477.55,2021,Idaho
West,6095,2021,Idaho
West,3868.8,2021,Idaho
West,3181.36,2021,Idaho
West,7197.12,2021,Idaho
West,4400,2021,Idaho
West,4888,2021,Idaho
West,5299.84,2021,Idaho
West,4019.4,2021,Idaho
West,2392,2021,Idaho
West,5942.23,2021,Idaho
West,3066.12,2021,Idaho
West,3456.54,2021,Idaho
West,2739.21,2021,Idaho
West,2888.6,2021,Idaho
West,1397.76,2021,Idaho
West,3936.24,2021,Idaho
West,3303.3,2021,Idaho
West,3144.96,2021,Idaho
West,4698,2021,Idaho
West,4018.68,2021,Idaho
West,2862,2021,Idaho
West,6880.23,2021,Idaho
West,6794.28,2021,Idaho
West,5755.86,2021,Idaho
West,5125.12,2021,Idaho
West,5445.7,2021,Idaho
West,3258.5,2021,Idaho
West,8114.4,2021,Idaho
West,1656.48,2021,Idaho
West,2000.22,2021,Idaho
West,1921.78,2021,Idaho
West,1345.96,2021,Idaho
West,1190.7,2021,Idaho
West,1398.6,2021,Idaho
West,2073.5,2021,Idaho
West,2318.76,2021,Idaho
West,1875.3,2021,Idaho
West,1149.12,2021,Arizona
West,813.12,2021,Arizona
West,1203.84,2021,Arizona
West,2521.55,2021,Arizona
West,2508,2021,Arizona
West,2229.5,2021,Arizona
West,1470.16,2021,Arizona
West,686.34,2021,Arizona
West,1654.4,2021,Arizona
West,2808,2021,Arizona
West,2385,2021,Arizona
West,2550,2021,Arizona
West,1725,2021,Arizona
West,819,2021,Arizona
West,2267.28,2021,Arizona
West,3247.23,2021,Arizona
West,3234.06,2021,Arizona
West,2820,2021,Arizona
West,2205,2021,Arizona
West,1212.78,2021,Arizona
West,2257.92,2021,Arizona
