sales,date
37500,Feb-21
90000,Feb-21
60000,Feb-21
130000,Mar-21
56250,Mar-21
41250,Mar-21
25000,Mar-21
61250,Mar-21
68750,Mar-21
125000,Apr-21
50000,Apr-21
30000,Apr-21
25000,Apr-21
97500,Apr-21
137500,Apr-21
327000,May-21
100000,May-21
78750,May-21
61250,May-21
90000,May-21
178750,May-21
230000,Jun-21
113750,Jun-21
60000,Jun-21
52500,Jun-21
70000,Jun-21
195000,Jun-21
302500,Jul-21
150000,Jul-21
101250,Jul-21
78750,Jul-21
110000,Jul-21
225000,Jul-21
262500,Aug-21
135000,Aug-21
90000,Aug-21
80000,Aug-21
87500,Aug-21
192500,Aug-21
166250,Sep-21
82500,Sep-21
43750,Sep-21
37500,Sep-21
52500,Sep-21
90000,Sep-21
180000,Oct-21
87500,Oct-21
52500,Oct-21
52500,Oct-21
67500,Oct-21
137500,Oct-21
191250,Nov-21
113750,Nov-21
94500,Nov-21
96250,Nov-21
150000,Nov-21
227500,Nov-21
360000,Dec-21
200000,Dec-21
175000,Dec-21
150000,Dec-21
180000,Dec-21
260000,Dec-21
175000,Jan-21
105000,Jan-21
75000,Jan-21
45000,Jan-21
90000,Jan-21
105000,Jan-21
192500,Feb-21
80000,Feb-21
90000,Feb-21
61250,Feb-21
125000,Feb-21
87500,Feb-21
171000,Mar-21
82500,Mar-21
65000,Mar-21
43750,Mar-21
90000,Mar-21
97500,Mar-21
165000,Apr-21
75000,Apr-21
50000,Apr-21
43750,Apr-21
130000,Apr-21
162500,Apr-21
357000,May-21
120000,May-21
96250,May-21
70000,May-21
101250,May-21
192500,May-21
270000,Jun-21
170000,Jun-21
105000,Jun-21
96250,Jun-21
123750,Jun-21
276250,Jun-21
390000,Jul-21
220000,Jul-21
162500,Jul-21
137500,Jul-21
180000,Jul-21
308750,Jul-21
262500,Aug-21
135000,Aug-21
120000,Aug-21
110000,Aug-21
125000,Aug-21
233750,Aug-21
192500,Sep-21
105000,Sep-21
62500,Sep-21
56250,Sep-21
78750,Sep-21
120000,Sep-21
191250,Oct-21
96250,Oct-21
61250,Oct-21
61250,Oct-21
78750,Oct-21
150000,Oct-21
202500,Nov-21
122500,Nov-21
103250,Nov-21
130000,Nov-21
195000,Nov-21
280000,Nov-21
422500,Dec-21
247500,Dec-21
220000,Dec-21
192500,Dec-21
227500,Dec-21
315000,Dec-21
148750,Jan-21
78750,Jan-21
56250,Jan-21
22500,Jan-21
56250,Jan-21
78750,Jan-21
166250,Feb-21
43750,Feb-21
43750,Feb-21
15000,Feb-21
56250,Feb-21
78750,Feb-21
155750,Mar-21
52500,Mar-21
43750,Mar-21
7500,Mar-21
33750,Mar-21
61250,Mar-21
148750,Apr-21
43750,Apr-21
31250,Apr-21
15000,Apr-21
22500,Apr-21
70000,Apr-21
235000,May-21
78750,May-21
60000,May-21
40000,May-21
62500,May-21
137500,May-21
250000,Jun-21
112500,Jun-21
70000,Jun-21
60000,Jun-21
75000,Jun-21
165000,Jun-21
262500,Jul-21
123750,Jul-21
80000,Jul-21
60000,Jul-21
87500,Jul-21
192500,Jul-21
250000,Aug-21
123750,Aug-21
80000,Aug-21
60000,Aug-21
62500,Aug-21
165000,Aug-21
212500,Sep-21
101250,Sep-21
50000,Sep-21
40000,Sep-21
50000,Sep-21
110000,Sep-21
206250,Oct-21
100000,Oct-21
50000,Oct-21
37500,Oct-21
45000,Oct-21
130000,Oct-21
210000,Nov-21
87500,Nov-21
85000,Nov-21
75000,Nov-21
75000,Nov-21
146250,Nov-21
270000,Dec-21
125000,Dec-21
112500,Dec-21
87500,Dec-21
105000,Dec-21
178750,Dec-21
210000,Jan-21
130000,Jan-21
97500,Jan-21
61250,Jan-21
112500,Jan-21
130000,Jan-21
230000,Feb-21
90000,Feb-21
82500,Feb-21
52500,Feb-21
112500,Feb-21
130000,Feb-21
218000,Mar-21
100000,Mar-21
82500,Mar-21
43750,Mar-21
87500,Mar-21
110000,Mar-21
210000,Apr-21
90000,Apr-21
67500,Apr-21
52500,Apr-21
75000,Apr-21
120000,Apr-21
313500,May-21
137500,May-21
135000,May-21
112500,May-21
151250,May-21
240000,May-21
357500,Jun-21
200000,Jun-21
146250,Jun-21
135000,Jun-21
165000,Jun-21
270000,Jun-21
371250,Jul-21
212500,Jul-21
157500,Jul-21
135000,Jul-21
178750,Jul-21
300000,Jul-21
357500,Aug-21
212500,Aug-21
157500,Aug-21
112500,Aug-21
123750,Aug-21
240000,Aug-21
288750,Sep-21
162500,Sep-21
101250,Sep-21
90000,Sep-21
110000,Sep-21
180000,Sep-21
285000,Oct-21
165000,Oct-21
110000,Oct-21
96250,Oct-21
113750,Oct-21
210000,Oct-21
292500,Nov-21
178750,Nov-21
176000,Nov-21
165000,Nov-21
178750,Nov-21
262500,Nov-21
390000,Dec-21
220000,Dec-21
206250,Dec-21
178750,Dec-21
211250,Dec-21
297500,Dec-21
166250,Jan-21
96250,Jan-21
68750,Jan-21
37500,Jan-21
78750,Jan-21
96250,Jan-21
183750,Feb-21
61250,Feb-21
56250,Feb-21
30000,Feb-21
78750,Feb-21
96250,Feb-21
173250,Mar-21
70000,Mar-21
56250,Mar-21
22500,Mar-21
56250,Mar-21
78750,Mar-21
166250,Apr-21
61250,Apr-21
43750,Apr-21
30000,Apr-21
45000,Apr-21
87500,Apr-21
260000,May-21
101250,May-21
100000,May-21
80000,May-21
112500,May-21
192500,May-21
300000,Jun-21
157500,Jun-21
110000,Jun-21
100000,Jun-21
125000,Jun-21
220000,Jun-21
312500,Jul-21
168750,Jul-21
120000,Jul-21
100000,Jul-21
137500,Jul-21
247500,Jul-21
300000,Aug-21
168750,Aug-21
120000,Aug-21
80000,Aug-21
87500,Aug-21
192500,Aug-21
237500,Sep-21
123750,Sep-21
70000,Sep-21
60000,Sep-21
75000,Sep-21
137500,Sep-21
233750,Oct-21
125000,Oct-21
75000,Oct-21
62500,Oct-21
75000,Oct-21
162500,Oct-21
240000,Nov-21
137500,Nov-21
135000,Nov-21
125000,Nov-21
135000,Nov-21
211250,Nov-21
330000,Dec-21
175000,Dec-21
162500,Dec-21
137500,Dec-21
165000,Dec-21
243750,Dec-21
200000,Jan-21
120000,Jan-21
90000,Jan-21
52500,Jan-21
100000,Jan-21
120000,Jan-21
220000,Feb-21
80000,Feb-21
75000,Feb-21
43750,Feb-21
100000,Feb-21
120000,Feb-21
208000,Mar-21
90000,Mar-21
75000,Mar-21
35000,Mar-21
75000,Mar-21
100000,Mar-21
200000,Apr-21
80000,Apr-21
60000,Apr-21
43750,Apr-21
62500,Apr-21
110000,Apr-21
299750,May-21
125000,May-21
123750,May-21
101250,May-21
137500,May-21
225000,May-21
343750,Jun-21
187500,Jun-21
135000,Jun-21
123750,Jun-21
151250,Jun-21
255000,Jun-21
357500,Jul-21
200000,Jul-21
146250,Jul-21
123750,Jul-21
165000,Jul-21
285000,Jul-21
343750,Aug-21
200000,Aug-21
146250,Aug-21
101250,Aug-21
110000,Aug-21
225000,Aug-21
275000,Sep-21
150000,Sep-21
90000,Sep-21
78750,Sep-21
96250,Sep-21
165000,Sep-21
270000,Oct-21
151250,Oct-21
96250,Oct-21
82500,Oct-21
97500,Oct-21
192500,Oct-21
276250,Nov-21
165000,Nov-21
162250,Nov-21
151250,Nov-21
162500,Nov-21
245000,Nov-21
373750,Dec-21
206250,Dec-21
192500,Dec-21
165000,Dec-21
195000,Dec-21
280000,Dec-21
148750,Jan-21
78750,Jan-21
56250,Jan-21
22500,Jan-21
56250,Jan-21
78750,Jan-21
166250,Feb-21
43750,Feb-21
43750,Feb-21
15000,Feb-21
56250,Feb-21
78750,Feb-21
155750,Mar-21
52500,Mar-21
43750,Mar-21
7500,Mar-21
33750,Mar-21
61250,Mar-21
148750,Apr-21
43750,Apr-21
31250,Apr-21
15000,Apr-21
22500,Apr-21
70000,Apr-21
235000,May-21
78750,May-21
80000,May-21
60000,May-21
87500,May-21
165000,May-21
275000,Jun-21
135000,Jun-21
90000,Jun-21
80000,Jun-21
100000,Jun-21
192500,Jun-21
287500,Jul-21
146250,Jul-21
100000,Jul-21
80000,Jul-21
112500,Jul-21
220000,Jul-21
275000,Aug-21
146250,Aug-21
100000,Aug-21
60000,Aug-21
62500,Aug-21
165000,Aug-21
212500,Sep-21
101250,Sep-21
50000,Sep-21
40000,Sep-21
50000,Sep-21
110000,Sep-21
206250,Oct-21
100000,Oct-21
50000,Oct-21
37500,Oct-21
45000,Oct-21
130000,Oct-21
210000,Nov-21
112500,Nov-21
110000,Nov-21
100000,Nov-21
105000,Nov-21
178750,Nov-21
300000,Dec-21
150000,Dec-21
137500,Dec-21
112500,Dec-21
135000,Dec-21
211250,Dec-21
180000,Jan-21
100000,Jan-21
75000,Jan-21
35000,Jan-21
75000,Jan-21
100000,Jan-21
200000,Feb-21
60000,Feb-21
60000,Feb-21
87500,Feb-21
75000,Feb-21
100000,Feb-21
188000,Mar-21
70000,Mar-21
60000,Mar-21
105000,Mar-21
50000,Mar-21
80000,Mar-21
180000,Apr-21
60000,Apr-21
45000,Apr-21
43750,Apr-21
62500,Apr-21
110000,Apr-21
272250,May-21
100000,May-21
101250,May-21
78750,May-21
110000,May-21
195000,May-21
316250,Jun-21
162500,Jun-21
112500,Jun-21
101250,Jun-21
123750,Jun-21
225000,Jun-21
330000,Jul-21
175000,Jul-21
123750,Jul-21
101250,Jul-21
137500,Jul-21
255000,Jul-21
316250,Aug-21
175000,Aug-21
123750,Aug-21
78750,Aug-21
82500,Aug-21
195000,Aug-21
247500,Sep-21
125000,Sep-21
67500,Sep-21
56250,Sep-21
68750,Sep-21
135000,Sep-21
240000,Oct-21
123750,Oct-21
68750,Oct-21
55000,Oct-21
65000,Oct-21
157500,Oct-21
243750,Nov-21
165000,Nov-21
162250,Nov-21
151250,Nov-21
162500,Nov-21
245000,Nov-21
373750,Dec-21
206250,Dec-21
192500,Dec-21
165000,Dec-21
195000,Dec-21
280000,Dec-21
236250,Jan-21
146250,Jan-21
113750,Jan-21
70000,Jan-21
123750,Jan-21
146250,Jan-21
258750,Feb-21
101250,Feb-21
96250,Feb-21
60000,Feb-21
123750,Feb-21
146250,Feb-21
245250,Mar-21
112500,Mar-21
96250,Mar-21
50000,Mar-21
96250,Mar-21
123750,Mar-21
236250,Apr-21
101250,Apr-21
78750,Apr-21
60000,Apr-21
82500,Apr-21
135000,Apr-21
342000,May-21
151250,May-21
150000,May-21
125000,May-21
165000,May-21
260000,May-21
390000,Jun-21
220000,Jun-21
162500,Jun-21
150000,Jun-21
180000,Jun-21
292500,Jun-21
405000,Jul-21
233750,Jul-21
175000,Jul-21
150000,Jul-21
195000,Jul-21
325000,Jul-21
390000,Aug-21
233750,Aug-21
175000,Aug-21
125000,Aug-21
135000,Aug-21
260000,Aug-21
315000,Sep-21
178750,Sep-21
112500,Sep-21
100000,Sep-21
120000,Sep-21
195000,Sep-21
308750,Oct-21
180000,Oct-21
120000,Oct-21
105000,Oct-21
122500,Oct-21
225000,Oct-21
315000,Nov-21
195000,Nov-21
192000,Nov-21
180000,Nov-21
192500,Nov-21
281250,Nov-21
420000,Dec-21
240000,Dec-21
225000,Dec-21
195000,Dec-21
227500,Dec-21
318750,Dec-21
262500,Jan-21
162500,Jan-21
130000,Jan-21
78750,Jan-21
135000,Jan-21
162500,Jan-21
300000,Feb-21
125000,Feb-21
120000,Feb-21
90000,Feb-21
165000,Feb-21
187500,Feb-21
285000,Mar-21
137500,Mar-21
120000,Mar-21
67500,Mar-21
120000,Mar-21
150000,Mar-21
275000,Apr-21
125000,Apr-21
100000,Apr-21
78750,Apr-21
105000,Apr-21
162500,Apr-21
386750,May-21
180000,May-21
178750,May-21
151250,May-21
195000,May-21
297500,May-21
438750,Jun-21
255000,Jun-21
192500,Jun-21
178750,Jun-21
211250,Jun-21
332500,Jun-21
455000,Jul-21
270000,Jul-21
206250,Jul-21
178750,Jul-21
227500,Jul-21
367500,Jul-21
438750,Aug-21
270000,Aug-21
206250,Aug-21
151250,Aug-21
162500,Aug-21
297500,Aug-21
357500,Sep-21
210000,Sep-21
137500,Sep-21
123750,Sep-21
146250,Sep-21
227500,Sep-21
332500,Oct-21
195000,Oct-21
130000,Oct-21
113750,Oct-21
131250,Oct-21
240000,Oct-21
337500,Nov-21
211250,Nov-21
224250,Nov-21
211250,Nov-21
225000,Nov-21
320000,Nov-21
468750,Dec-21
276250,Dec-21
260000,Dec-21
227500,Dec-21
262500,Dec-21
360000,Dec-21
275000,Jan-21
165000,Jan-21
135000,Jan-21
75000,Jan-21
130000,Jan-21
165000,Jan-21
316250,Feb-21
123750,Feb-21
123750,Feb-21
15792,Jan-20
12220,Jan-20
9000,Jan-20
10127,Jan-20
12870,Jan-20
11960,Jan-20
14398,Jan-20
12006,Jan-20
9936,Jan-20
9064,Jan-20
14094,Jan-20
13920,Jan-20
16284,Jan-20
12432,Jan-20
9633,Jan-20
9288,Jan-20
13570,Jan-20
10710,Jan-20
13500,Jan-20
10998,Feb-20
9828,Feb-20
9799,Feb-20
12040,Feb-20
11662,Feb-20
17118,Feb-20
12950,Feb-20
12006,Feb-20
10580,Feb-20
14455,Feb-20
17110,Mar-20
17215,Mar-20
14580,Mar-20
12788,Mar-20
12267,Mar-20
13860,Mar-20
19520,Mar-20
18821,Mar-20
14151,Mar-20
11362,Mar-20
11178,Mar-20
13398,Mar-20
17446,Mar-20
18850,Mar-20
16324,Mar-20
11565,Mar-20
11327,Mar-20
14580,Apr-20
17980,Apr-20
20160,Apr-20
13500,Apr-20
12596,Apr-20
11844,Apr-20
14616,Apr-20
16520,Apr-20
15104,Apr-20
19720,Apr-20
17940,Apr-20
14469,Apr-20
13416,Apr-20
12600,Apr-20
16256,May-20
17358,May-20
19344,May-20
15300,May-20
15390,May-20
12150,May-20
15660,May-20
19720,Jul-20
5616,Jul-20
7650,Jul-20
6930,Jul-20
5950,Jul-20
5544,Jul-20
6902,Jul-20
4899,Jul-20
8415,Jul-20
5632,Jul-20
5950,Jul-20
4750,Jul-20
6664,Jul-20
7366,Jul-20
9204,Aug-20
5824,Aug-20
6438,Aug-20
5125,Aug-20
7371,Aug-20
6318,Aug-20
8550,Aug-20
6902,Aug-20
5868,Aug-20
6174,Aug-20
9048,Aug-20
7772,Aug-20
9842,Aug-20
7425,Aug-20
7371,Aug-20
7056,Aug-20
10212,Aug-20
9282,Aug-20
9996,Aug-20
8584,Aug-20
7714,Aug-20
6929,Aug-20
11750,Aug-20
8806,Aug-20
9996,Aug-20
11803,Aug-20
7560,Aug-20
8036,Aug-20
13771,Aug-20
9916,Aug-20
10619,Aug-20
11583,Sep-20
7182,Sep-20
6929,Sep-20
10350,Sep-20
11220,Sep-20
8733,Sep-20
10764,Sep-20
8507,Sep-20
7700,Sep-20
10650,Sep-20
10560,Sep-20
9288,Sep-20
9024,Sep-20
7560,Sep-20
6300,Sep-20
11130,Sep-20
10062,Oct-20
10449,Oct-20
9682,Oct-20
9744,Oct-20
8190,Oct-20
12597,Oct-20
9758,Oct-20
12540,Oct-20
11985,Oct-20
8554,Oct-20
7098,Oct-20
13833,Oct-20
7733,Nov-20
9506,Nov-20
9982,Nov-20
8400,Nov-20
8211,Nov-20
11417,Nov-20
8251,Nov-20
10290,Nov-20
9604,Nov-20
7050,Nov-20
7000,Nov-20
8372,Nov-20
11270,Nov-20
10150,Nov-20
11165,Nov-20
10092,Dec-20
8990,Dec-20
11340,Dec-20
12768,Dec-20
12586,Dec-20
13440,Dec-20
10152,Dec-20
8968,Dec-20
14616,Dec-20
14112,Dec-20
14400,Jan-21
13080,Jan-21
10192,Jan-21
9240,Jan-21
13608,Jan-21
15288,Jan-21
15624,Jan-21
13184,Jan-21
12390,Jan-21
9610,Jan-21
15768,Jan-21
15512,Jan-21
14455,Jan-21
15376,Jan-21
11990,Jan-21
14912,Jan-21
16776,Jan-21
16926,Jan-21
17094,Jan-21
12000,Jan-21
11092,Jan-21
12972,Jan-21
13756,Jan-21
12291,Jan-21
15008,Jan-21
11700,Jan-21
10759,Jan-21
13734,Jan-21
14105,Jan-21
12036,Jan-21
12921,Jan-21
9100,Feb-21
10353,Feb-21
10738,Feb-21
12348,Feb-21
13676,Feb-21
13688,Feb-21
10500,Feb-21
11130,Feb-21
10269,Feb-21
13534,Feb-21
14943,Feb-21
15834,Feb-21
12116,Feb-21
9894,Feb-21
10325,Feb-21
13936,Feb-21
6496,Feb-21
8036,Feb-21
7749,Mar-21
6560,Mar-21
7105,Mar-21
7462,Mar-21
7650,Mar-21
8385,Mar-21
7436,Mar-21
6232,Mar-21
5198,Mar-21
7216,Mar-21
6912,Mar-21
7995,Mar-21
7098,Mar-21
6314,Mar-21
4876,Mar-21
7708,Apr-21
10320,Apr-21
7644,Apr-21
8575,Apr-21
6536,Apr-21
5831,Apr-21
10788,Apr-21
8528,Apr-21
7943,Apr-21
7335,Apr-21
6314,Apr-21
5895,Apr-21
11584,Apr-21
11880,Apr-21
10575,Apr-21
9744,Apr-21
7700,Apr-21
5625,Apr-21
12000,Apr-21
9758,Apr-21
9936,Apr-21
10246,Apr-21
8316,Apr-21
8694,Apr-21
11977,Apr-21
11844,May-21
11271,May-21
10464,May-21
7943,May-21
10556,May-21
11529,May-21
10011,May-21
12350,May-21
9016,May-21
8096,May-21
9454,May-21
11151,May-21
10976,May-21
11832,May-21
8624,May-21
8400,May-21
9744,May-21
10912,May-21
11319,May-21
11610,May-21
7943,May-21
8272,May-21
9570,May-21
11151,May-21
11025,May-21
12150,May-21
8372,May-21
10290,May-21
8580,May-21
11564,May-21
5456,May-21
3157,Jun-21
2656,Jun-21
1258,Jun-21
2491,Jun-21
2829,Jun-21
6952,Jun-21
2193,Jun-21
1952,Jun-21
1092,Jun-21
2200,Jun-21
3311,Jun-21
6768,Jun-21
2760,Jun-21
2516,Jun-21
779,Jun-21
2128,Jun-21
2835,Jun-21
5856,Jun-21
2112,Jun-21
1512,Jun-21
880,Jun-21
1512,Jun-21
3185,Jun-21
7772,Jun-21
2862,Jun-21
2156,Jun-21
1344,Jun-21
2065,Jun-21
4032,Jun-21
6210,Jun-21
2709,Jul-21
2106,Jul-21
1786,Jul-21
2346,Jul-21
5355,Jul-21
7567,Jul-21
3483,Jul-21
2340,Jul-21
1950,Jul-21
2632,Jul-21
6480,Jul-21
7301,Jul-21
3854,Jul-21
2850,Jul-21
2331,Jul-21
2450,Jul-21
4700,Jul-21
6345,Jul-21
3444,Jul-21
2160,Jul-21
1584,Jul-21
2401,Jul-21
3869,Jul-21
6440,Jul-21
3675,Jul-21
1872,Jul-21
1551,Jul-21
1848,Jul-21
3900,Jul-21
6160,Jul-21
2990,Jul-21
2352,Aug-21
2438,Aug-21
2296,Aug-21
3965,Aug-21
8550,Aug-21
3450,Aug-21
3450,Aug-21
2646,Aug-21
3422,Aug-21
5184,Aug-21
3780,Aug-21
5488,Aug-21
4266,Aug-21
5168,Aug-21
3478,Aug-21
4851,Aug-21
4048,Aug-21
5216,Aug-21
4046,Aug-21
4096,Aug-21
2850,Aug-21
4480,Aug-21
5278,Aug-21
6591,Aug-21
4060,Aug-21
3712,Aug-21
3078,Aug-21
4320,Aug-21
3276,Aug-21
4900,Aug-21
3800,Aug-21
3712,Sep-21
2890,Sep-21
4524,Sep-21
3705,Sep-21
5626,Sep-21
4200,Sep-21
5236,Sep-21
6419,Sep-21
9632,Sep-21
9184,Sep-21
9800,Sep-21
7744,Sep-21
7482,Sep-21
6525,Sep-21
13939,Sep-21
9471,Sep-21
10320,Sep-21
11176,Sep-21
6450,Sep-21
7849,Sep-21
13770,Sep-21
10192,Sep-21
11024,Sep-21
12558,Sep-21
6909,Sep-21
7526,Sep-21
13048,Sep-21
9593,Sep-21
9504,Sep-21
11977,Sep-21
7056,Oct-21
7155,Oct-21
9744,Oct-21
6084,Oct-21
6422,Oct-21
5904,Oct-21
4551,Oct-21
3600,Oct-21
7245,Oct-21
6878,Oct-21
8066,Oct-21
11088,Oct-21
8555,Oct-21
7728,Oct-21
11792,Oct-21
13157,Oct-21
12936,Oct-21
11718,Oct-21
10207,Oct-21
9164,Oct-21
15145,Oct-21
4884,Oct-21
2788,Oct-21
1848,Oct-21
722,Oct-21
1944,Oct-21
2623,Oct-21
4998,Oct-21
1540,Oct-21
1564,Oct-21
507,Oct-21
1836,Nov-21
2992,Nov-21
5880,Nov-21
1786,Nov-21
1836,Nov-21
344,Nov-21
1160,Nov-21
2068,Nov-21
5612,Nov-21
2025,Nov-21
1444,Nov-21
840,Nov-21
1210,Nov-21
2592,Nov-21
7888,Nov-21
2862,Nov-21
2184,Nov-21
1479,Nov-21
1829,Nov-21
4032,Nov-21
8640,Nov-21
4130,Nov-21
2288,Nov-21
2028,Nov-21
2700,Nov-21
5265,Nov-21
8700,Nov-21
4950,Nov-21
3009,Nov-21
2244,Nov-21
3840,Dec-21
6272,Dec-21
9480,Dec-21
4050,Dec-21
3294,Dec-21
3074,Dec-21
2806,Dec-21
6080,Dec-21
8866,Dec-21
3840,Dec-21
2050,Dec-21
2173,Dec-21
1800,Dec-21
3355,Dec-21
5720,Dec-21
2961,Dec-21
1632,Dec-21
1392,Dec-21
1512,Dec-21
3780,Dec-21
7458,Dec-21
3300,Dec-21
3025,Dec-21
2464,Dec-21
2688,Dec-21
4615,Dec-21
8308,Dec-21
3795,Dec-21
3575,Dec-21
3021,Dec-21
2961,Dec-21
5644,Jan-20
3904,Jan-20
5148,Jan-20
4797,Jan-20
3741,Jan-20
3290,Jan-20
5248,Jan-20
5372,Jan-20
5504,Jan-20
4879,Jan-20
3256,Jan-20
2392,Jan-20
4756,Jan-20
6880,Jan-20
6000,Jan-20
5408,Jan-20
4200,Jan-20
2585,Jan-20
5076,Jan-20
8294,Jan-20
6324,Jan-20
7320,Jan-20
4425,Jan-20
3276,Jan-20
7410,Jan-20
8642,Jan-20
6240,Jan-20
7308,Jan-20
5130,Jan-20
3600,Jan-20
10218,Jan-20
10584,Feb-20
10230,Feb-20
10230,Feb-20
6438,Feb-20
4779,Feb-20
12702,Feb-20
12644,Feb-20
10614,Feb-20
8723,Feb-20
6435,Feb-20
7800,Feb-20
11310,Feb-20
13020,Feb-20
11648,Feb-20
9120,Feb-20
7936,Feb-20
9384,Feb-20
8424,Feb-20
9744,Feb-20
9882,Feb-20
6669,Feb-20
6496,Feb-20
8040,Feb-20
8362,Feb-20
7728,Feb-20
9735,Feb-20
5886,Feb-20
5670,Feb-20
5103,Mar-20
6392,Mar-20
8835,Mar-20
9600,Mar-20
5830,Mar-20
6048,Mar-20
5632,Mar-20
9044,Mar-20
11368,Mar-20
11718,Mar-20
7021,Mar-20
7581,Mar-20
7728,Mar-20
11100,Mar-20
3444,Mar-20
4674,Mar-20
4485,Mar-20
2736,Mar-20
2296,Mar-20
4736,Mar-20
3537,Mar-20
4218,Mar-20
4674,Mar-20
2592,Mar-20
2494,Mar-20
4292,Mar-20
6105,Mar-20
5376,Mar-20
5916,Mar-20
4590,Mar-20
2184,Mar-20
4940,Apr-20
7205,Apr-20
5546,Apr-20
6893,Apr-20
4144,Apr-20
2728,Apr-20
7056,Apr-20
7205,Apr-20
6300,Apr-20
5782,Apr-20
4002,Apr-20
2772,Apr-20
9842,Apr-20
10206,Apr-20
8496,Apr-20
9600,Apr-20
8370,Apr-20
6006,Apr-20
15023,Apr-20
12928,Apr-20
12596,Apr-20
10787,Apr-20
8723,Apr-20
8777,Apr-20
10686,Apr-20
12348,Apr-20
13797,Apr-20
9581,Apr-20
8505,Apr-20
10360,Apr-20
7400,May-20
9558,May-20
11592,May-20
6780,May-20
5900,May-20
8880,May-20
6890,May-20
6987,May-20
8208,May-20
5202,May-20
4505,May-20
4800,May-20
6825,May-20
7800,May-20
8250,May-20
6528,May-20
6960,May-20
7140,May-20
9490,May-20
11977,May-20
11648,May-20
7500,May-20
7875,May-20
7820,May-20
10275,May-20
4212,May-20
6288,May-20
6210,May-20
3822,May-20
3723,May-20
5750,May-20
4968,Jun-20
6157,Jun-20
5734,Jun-20
4176,Jun-20
3380,Jun-20
5658,Jun-20
7682,Jun-20
6670,Jun-20
6900,Jun-20
5440,Jun-20
3174,Jun-20
6510,Jun-20
10880,Jun-20
6248,Jun-20
8880,Jun-20
4950,Jun-20
3304,Jun-20
6864,Jun-20
9075,Jun-20
6480,Jun-20
7320,Jun-20
5310,Jun-20
3120,Jun-20
9375,Jun-20
13845,Jun-20
13912,Jun-20
11736,Jun-20
9375,Jun-20
8610,Jun-20
17836,Jun-20
17447,Jul-20
14924,Jul-20
13650,Jul-20
10686,Jul-20
11088,Jul-20
14725,Jul-20
17360,Jul-20
16170,Jul-20
11899,Jul-20
11470,Jul-20
11005,Jul-20
8208,Jul-20
9984,Jul-20
12354,Jul-20
8505,Jul-20
7504,Jul-20
7992,Jul-20
7006,Jul-20
8642,Jul-20
8832,Jul-20
6328,Jul-20
5684,Jul-20
6486,Jul-20
7171,Jul-20
8748,Jul-20
11280,Jul-20
6696,Jul-20
8073,Jul-20
9775,Jul-20
12144,Jul-20
14664,Jul-20
15015,Aug-20
10074,Aug-20
10488,Aug-20
10906,Aug-20
12900,Aug-20
12012,Aug-20
9061,Aug-20
7820,Aug-20
6650,Aug-20
9750,Aug-20
10127,Aug-20
13717,Aug-20
8385,Aug-20
7680,Aug-20
6422,Aug-20
11554,Aug-20
9061,Aug-20
10988,Aug-20
9450,Aug-20
6944,Aug-20
6300,Aug-20
9646,Aug-20
9450,Aug-20
10752,Apr-20
8610,Apr-20
6496,Apr-20
7182,Apr-20
10192,Apr-20
9152,Apr-20
15600,Apr-20
10476,Apr-20
8836,Apr-20
8575,Apr-20
11368,Apr-20
15872,Apr-20
15950,Apr-20
11124,Apr-20
10192,Sep-20
10199,Sep-20
14446,Sep-20
16317,Sep-20
17940,Sep-20
12825,Sep-20
10750,Sep-20
12349,Sep-20
12688,Sep-20
16348,Sep-20
18240,Sep-20
13860,Sep-20
12243,Sep-20
10252,Sep-20
11700,Sep-20
15568,Sep-20
15052,Sep-20
11730,Sep-20
9225,Sep-20
8820,Sep-20
10500,Sep-20
12265,Sep-20
15120,Sep-20
10105,Sep-20
9541,Oct-20
8190,Oct-20
10773,Oct-20
13157,Oct-20
13664,Oct-20
10976,Oct-20
10304,Oct-20
9898,Oct-20
12480,Oct-20
13632,Oct-20
20349,May-20
12954,May-20
12896,May-20
11286,May-20
12120,May-20
14016,May-20
4323,Oct-20
2145,Oct-20
1512,Oct-20
754,Oct-20
1677,Oct-20
2080,Oct-20
4320,Oct-20
1292,Oct-20
1400,Oct-20
540,Oct-20
1804,Oct-20
2210,Oct-20
4524,Oct-20
1330,Oct-20
1537,Oct-20
224,Nov-20
893,Nov-20
1786,Nov-20
4320,Nov-20
1064,Nov-20
754,Nov-20
224,Nov-20
658,Nov-20
1908,Nov-20
5568,Nov-20
1936,Nov-20
1406,Nov-20
468,Nov-20
1000,Nov-20
2958,Nov-20
4664,Nov-20
1862,Nov-20
1551,Nov-20
1440,Nov-20
2205,Nov-20
4293,Nov-20
7840,Nov-20
3150,Nov-20
2268,Nov-20
1938,Nov-20
2842,Nov-20
5292,Nov-20
6439,Nov-20
3741,Nov-20
2516,Nov-20
1551,Dec-20
1764,Dec-20
4048,Dec-20
4859,Dec-20
2701,Dec-20
984,Dec-20
744,Dec-20
1088,Dec-20
2028,Dec-20
4018,Dec-20
1972,Dec-20
800,Dec-20
672,Dec-20
779,Dec-20
2940,Dec-20
4186,Dec-20
1976,Dec-20
1368,Dec-20
1710,Dec-20
1768,Dec-20
3599,Dec-20
6200,Dec-20
3234,Dec-20
2464,Dec-20
2156,Dec-20
2376,Dec-20
4158,Dec-20
3808,Dec-20
5504,Dec-20
4879,Dec-20
4312,Dec-20
3619,Jan-21
5934,Jan-21
5372,Jan-21
